"","Date","Year","Month","DOY","Variable","Value"
"123",1990-02-27,1990,2,58,"Discharge_cfs",290
"124",1990-02-27,1990,2,58,"Phosphorus_mg.L",0.04
"125",1990-04-19,1990,4,109,"Discharge_cfs",103
"126",1990-04-19,1990,4,109,"Phosphorus_mg.L",0.1
"127",1990-06-13,1990,6,164,"Discharge_cfs",550
"128",1990-06-13,1990,6,164,"Phosphorus_mg.L",0.22
"129",1990-08-23,1990,8,235,"Discharge_cfs",188
"130",1990-08-23,1990,8,235,"Phosphorus_mg.L",0.16
"131",1990-10-17,1990,10,290,"Discharge_cfs",252
"132",1990-10-17,1990,10,290,"Phosphorus_mg.L",0.1
"133",1990-12-19,1990,12,353,"Discharge_cfs",220
"134",1990-12-19,1990,12,353,"Phosphorus_mg.L",0.09
"135",1991-02-21,1991,2,52,"Discharge_cfs",365
"136",1991-02-21,1991,2,52,"Phosphorus_mg.L",0.05
"137",1991-04-25,1991,4,115,"Discharge_cfs",731
"138",1991-04-25,1991,4,115,"Phosphorus_mg.L",0.18
"139",1991-06-21,1991,6,172,"Discharge_cfs",490
"140",1991-06-21,1991,6,172,"Phosphorus_mg.L",0.12
"141",1991-08-20,1991,8,232,"Discharge_cfs",175
"142",1991-08-20,1991,8,232,"Phosphorus_mg.L",0.12
"143",1991-10-11,1991,10,284,"Discharge_cfs",71
"144",1991-10-11,1991,10,284,"Phosphorus_mg.L",0.05
"145",1991-12-30,1991,12,364,"Discharge_cfs",265
"146",1991-12-30,1991,12,364,"Phosphorus_mg.L",0.04
"147",1992-02-26,1992,2,57,"Discharge_cfs",300
"148",1992-02-26,1992,2,57,"Phosphorus_mg.L",0.06
"149",1992-06-23,1992,6,175,"Discharge_cfs",457
"150",1992-06-23,1992,6,175,"Phosphorus_mg.L",0.09
"151",1992-08-26,1992,8,239,"Discharge_cfs",651
"152",1992-08-26,1992,8,239,"Phosphorus_mg.L",0.62
"153",1992-10-27,1992,10,301,"Discharge_cfs",105
"154",1992-10-27,1992,10,301,"Phosphorus_mg.L",0.09
"155",1992-12-02,1992,12,337,"Discharge_cfs",215
"156",1992-12-02,1992,12,337,"Phosphorus_mg.L",0.08
"157",1993-02-23,1993,2,54,"Discharge_cfs",340
"158",1993-02-23,1993,2,54,"Phosphorus_mg.L",0.07
"159",1993-06-14,1993,6,165,"Discharge_cfs",970
"160",1993-06-14,1993,6,165,"Phosphorus_mg.L",0.09
"161",1993-08-16,1993,8,228,"Discharge_cfs",112
"162",1993-08-16,1993,8,228,"Phosphorus_mg.L",0.12
"163",1996-02-27,1996,2,58,"Discharge_cfs",528
"164",1996-02-27,1996,2,58,"Phosphorus_mg.L",0.1
"165",1996-04-22,1996,4,113,"Discharge_cfs",152
"166",1996-04-22,1996,4,113,"Phosphorus_mg.L",0.1
"167",1996-06-26,1996,6,178,"Discharge_cfs",52
"168",1996-06-26,1996,6,178,"Phosphorus_mg.L",0.06
"169",1996-08-20,1996,8,233,"Discharge_cfs",30
"170",1996-08-20,1996,8,233,"Phosphorus_mg.L",0.07
"171",1996-10-29,1996,10,303,"Discharge_cfs",85
"172",1996-10-29,1996,10,303,"Phosphorus_mg.L",0.1
"173",1997-03-10,1997,3,69,"Discharge_cfs",412
"174",1997-03-10,1997,3,69,"Phosphorus_mg.L",0.08
"175",1997-05-22,1997,5,142,"Discharge_cfs",2140
"176",1997-05-22,1997,5,142,"Phosphorus_mg.L",0.14
"177",1997-06-16,1997,6,167,"Discharge_cfs",1670
"178",1997-06-16,1997,6,167,"Phosphorus_mg.L",0.11
"179",1997-07-22,1997,7,203,"Discharge_cfs",359
"180",1997-07-22,1997,7,203,"Phosphorus_mg.L",0.13
"181",1997-08-26,1997,8,238,"Discharge_cfs",432
"182",1997-08-26,1997,8,238,"Phosphorus_mg.L",0.12
"183",1997-10-29,1997,10,302,"Discharge_cfs",1150
"184",1997-10-29,1997,10,302,"Phosphorus_mg.L",0.07
"185",1998-03-03,1998,3,62,"Discharge_cfs",455
"186",1998-03-03,1998,3,62,"Phosphorus_mg.L",0.06
"187",1998-05-22,1998,5,142,"Discharge_cfs",1090
"188",1998-05-22,1998,5,142,"Phosphorus_mg.L",0.15
"189",1998-06-30,1998,6,181,"Discharge_cfs",108
"190",1998-06-30,1998,6,181,"Phosphorus_mg.L",0.09
"191",1998-07-23,1998,7,204,"Discharge_cfs",153
"192",1998-07-23,1998,7,204,"Phosphorus_mg.L",0.15
"193",1998-08-26,1998,8,238,"Discharge_cfs",45
"194",1998-08-26,1998,8,238,"Phosphorus_mg.L",0.07
"195",1999-02-18,1999,2,49,"Discharge_cfs",402
"196",1999-02-18,1999,2,49,"Phosphorus_mg.L",0.106
"197",1999-06-02,1999,6,153,"Discharge_cfs",1450
"198",1999-06-02,1999,6,153,"Phosphorus_mg.L",0.207
"199",1999-09-15,1999,9,258,"Discharge_cfs",1060
"200",1999-09-15,1999,9,258,"Phosphorus_mg.L",0.115
"201",1999-10-15,1999,10,288,"Discharge_cfs",398
"202",1999-10-15,1999,10,288,"Phosphorus_mg.L",0.068
"203",2000-02-24,2000,2,55,"Discharge_cfs",387
"204",2000-02-24,2000,2,55,"Phosphorus_mg.L",0.126
"205",2000-05-24,2000,5,145,"Discharge_cfs",182
"206",2000-05-24,2000,5,145,"Phosphorus_mg.L",0.133
"207",2000-06-23,2000,6,175,"Discharge_cfs",74
"208",2000-06-23,2000,6,175,"Phosphorus_mg.L",0.123
"209",2000-07-27,2000,7,209,"Discharge_cfs",26
"210",2000-07-27,2000,7,209,"Phosphorus_mg.L",0.094
"211",2000-08-24,2000,8,237,"Discharge_cfs",12
"212",2000-08-24,2000,8,237,"Phosphorus_mg.L",0.061
"213",2000-10-10,2000,10,284,"Discharge_cfs",34
"214",2000-10-10,2000,10,284,"Phosphorus_mg.L",0.083
"215",2001-02-20,2001,2,51,"Discharge_cfs",300
"216",2001-02-20,2001,2,51,"Phosphorus_mg.L",0.084
"217",2001-05-10,2001,5,130,"Discharge_cfs",759
"218",2001-05-10,2001,5,130,"Phosphorus_mg.L",0.197
"219",2001-06-11,2001,6,162,"Discharge_cfs",1910
"220",2001-06-11,2001,6,162,"Phosphorus_mg.L",0.166
"221",2001-07-18,2001,7,199,"Discharge_cfs",360
"222",2001-07-18,2001,7,199,"Phosphorus_mg.L",0.15
"223",2001-08-30,2001,8,242,"Discharge_cfs",82
"224",2001-08-30,2001,8,242,"Phosphorus_mg.L",0.165
"225",2001-10-17,2001,10,290,"Discharge_cfs",54
"226",2001-10-17,2001,10,290,"Phosphorus_mg.L",0.052
"227",2002-03-14,2002,3,73,"Discharge_cfs",391
"228",2002-03-14,2002,3,73,"Phosphorus_mg.L",0.197
"229",2002-05-15,2002,5,135,"Discharge_cfs",36
"230",2002-05-15,2002,5,135,"Phosphorus_mg.L",0.07
"231",2002-06-04,2002,6,155,"Discharge_cfs",22
"232",2002-06-04,2002,6,155,"Phosphorus_mg.L",0.064
"233",2002-07-11,2002,7,192,"Discharge_cfs",11
"234",2002-07-11,2002,7,192,"Phosphorus_mg.L",0.069
"235",2002-08-15,2002,8,227,"Discharge_cfs",7.3
"236",2002-08-15,2002,8,227,"Phosphorus_mg.L",0.061
"237",2002-10-08,2002,10,281,"Discharge_cfs",19
"238",2002-10-08,2002,10,281,"Phosphorus_mg.L",0.047
"239",2003-03-26,2003,3,85,"Discharge_cfs",70
"240",2003-03-26,2003,3,85,"Phosphorus_mg.L",0.067
"241",2003-05-27,2003,5,147,"Discharge_cfs",146
"242",2003-05-27,2003,5,147,"Phosphorus_mg.L",0.151
"243",2003-06-11,2003,6,162,"Discharge_cfs",265
"244",2003-06-11,2003,6,162,"Phosphorus_mg.L",0.174
"245",2003-07-17,2003,7,198,"Discharge_cfs",36
"246",2003-07-17,2003,7,198,"Phosphorus_mg.L",0.081
"247",2003-08-20,2003,8,232,"Discharge_cfs",8.4
"248",2003-08-20,2003,8,232,"Phosphorus_mg.L",0.045
"249",2003-10-07,2003,10,280,"Discharge_cfs",15
"250",2003-10-07,2003,10,280,"Phosphorus_mg.L",0.059
"251",2004-03-10,2004,3,70,"Discharge_cfs",400
"252",2004-03-10,2004,3,70,"Phosphorus_mg.L",0.102
"253",2004-05-12,2004,5,133,"Discharge_cfs",810
"254",2004-05-12,2004,5,133,"Phosphorus_mg.L",0.2
"255",2004-06-09,2004,6,161,"Discharge_cfs",614
"256",2004-06-09,2004,6,161,"Phosphorus_mg.L",0.119
"257",2004-07-14,2004,7,196,"Discharge_cfs",139
"258",2004-07-14,2004,7,196,"Phosphorus_mg.L",0.133
"259",2004-08-26,2004,8,239,"Discharge_cfs",16
"260",2004-08-26,2004,8,239,"Phosphorus_mg.L",0.056
"261",2004-10-28,2004,10,302,"Discharge_cfs",58
"262",2004-10-28,2004,10,302,"Phosphorus_mg.L",0.044
"263",2005-02-28,2005,2,59,"Discharge_cfs",353
"264",2005-02-28,2005,2,59,"Phosphorus_mg.L",0.064
"265",2005-05-31,2005,5,151,"Discharge_cfs",2950
"266",2005-05-31,2005,5,151,"Phosphorus_mg.L",0.172
"267",2005-06-30,2005,6,181,"Discharge_cfs",1690
"268",2005-06-30,2005,6,181,"Phosphorus_mg.L",0.143
"269",2005-08-01,2005,8,213,"Discharge_cfs",263
"270",2005-08-01,2005,8,213,"Phosphorus_mg.L",0.07
"271",2005-08-30,2005,8,242,"Discharge_cfs",42
"272",2005-08-30,2005,8,242,"Phosphorus_mg.L",0.112
"273",2005-10-25,2005,10,298,"Discharge_cfs",191
"274",2005-10-25,2005,10,298,"Phosphorus_mg.L",0.076
"275",2006-02-27,2006,2,58,"Discharge_cfs",364
"276",2006-02-27,2006,2,58,"Phosphorus_mg.L",0.123
"277",2006-06-01,2006,6,152,"Discharge_cfs",208
"278",2006-06-01,2006,6,152,"Phosphorus_mg.L",0.117
"279",2006-07-07,2006,7,188,"Discharge_cfs",170
"280",2006-07-07,2006,7,188,"Phosphorus_mg.L",0.145
"281",2006-07-31,2006,7,212,"Discharge_cfs",99
"282",2006-07-31,2006,7,212,"Phosphorus_mg.L",0.149
"283",2006-08-30,2006,8,242,"Discharge_cfs",348
"284",2006-08-30,2006,8,242,"Phosphorus_mg.L",0.151
"285",2006-11-07,2006,11,311,"Discharge_cfs",829
"286",2006-11-07,2006,11,311,"Phosphorus_mg.L",0.078
"287",2007-03-05,2007,3,64,"Discharge_cfs",425
"288",2007-03-05,2007,3,64,"Phosphorus_mg.L",0.11
"289",2007-06-07,2007,6,158,"Discharge_cfs",522
"290",2007-06-07,2007,6,158,"Phosphorus_mg.L",0.147
"291",2007-07-24,2007,7,205,"Discharge_cfs",323
"292",2007-07-24,2007,7,205,"Phosphorus_mg.L",0.178
"293",2007-08-28,2007,8,240,"Discharge_cfs",239
"294",2007-08-28,2007,8,240,"Phosphorus_mg.L",0.138
"295",2007-09-26,2007,9,269,"Discharge_cfs",328
"296",2007-09-26,2007,9,269,"Phosphorus_mg.L",0.146
"297",2007-10-25,2007,10,298,"Discharge_cfs",201
"298",2007-10-25,2007,10,298,"Phosphorus_mg.L",0.095
"299",2008-03-18,2008,3,78,"Discharge_cfs",540
"300",2008-03-18,2008,3,78,"Phosphorus_mg.L",0.137
"301",2008-05-12,2008,5,133,"Discharge_cfs",1440
"302",2008-05-12,2008,5,133,"Phosphorus_mg.L",0.192
"303",2008-06-12,2008,6,164,"Discharge_cfs",1330
"304",2008-06-12,2008,6,164,"Phosphorus_mg.L",0.154
"305",2008-07-09,2008,7,191,"Discharge_cfs",844
"306",2008-07-09,2008,7,191,"Phosphorus_mg.L",0.131
"307",2008-08-12,2008,8,225,"Discharge_cfs",211
"308",2008-08-12,2008,8,225,"Phosphorus_mg.L",0.161
"309",2008-10-21,2008,10,295,"Discharge_cfs",81
"310",2008-10-21,2008,10,295,"Phosphorus_mg.L",0.042
"311",2009-03-10,2009,3,69,"Discharge_cfs",454
"312",2009-03-10,2009,3,69,"Phosphorus_mg.L",0.134
"313",2009-05-06,2009,5,126,"Discharge_cfs",1380
"314",2009-05-06,2009,5,126,"Phosphorus_mg.L",0.215
"315",2009-06-17,2009,6,168,"Discharge_cfs",536
"316",2009-06-17,2009,6,168,"Phosphorus_mg.L",0.1
"317",2009-07-15,2009,7,196,"Discharge_cfs",167
"318",2009-07-15,2009,7,196,"Phosphorus_mg.L",0.129
"319",2009-08-17,2009,8,229,"Discharge_cfs",42
"320",2009-08-17,2009,8,229,"Phosphorus_mg.L",0.102
"321",2009-10-14,2009,10,287,"Discharge_cfs",78
"322",2009-10-14,2009,10,287,"Phosphorus_mg.L",0.041
"323",2010-03-03,2010,3,62,"Discharge_cfs",325
"324",2010-03-03,2010,3,62,"Phosphorus_mg.L",0.079
"325",2010-05-20,2010,5,140,"Discharge_cfs",529
"326",2010-05-20,2010,5,140,"Phosphorus_mg.L",0.123
"327",2010-06-10,2010,6,161,"Discharge_cfs",844
"328",2010-06-10,2010,6,161,"Phosphorus_mg.L",0.15
"329",2010-07-20,2010,7,201,"Discharge_cfs",44
"330",2010-07-20,2010,7,201,"Phosphorus_mg.L",0.111
"331",2010-09-02,2010,9,245,"Discharge_cfs",30
"332",2010-09-02,2010,9,245,"Phosphorus_mg.L",0.075
"333",2011-03-03,2011,3,62,"Discharge_cfs",345
"334",2011-03-03,2011,3,62,"Phosphorus_mg.L",0.071
"335",2011-05-10,2011,5,130,"Discharge_cfs",327
"336",2011-05-10,2011,5,130,"Phosphorus_mg.L",0.26
"337",2011-06-16,2011,6,167,"Discharge_cfs",419
"338",2011-06-16,2011,6,167,"Phosphorus_mg.L",0.202
"339",2011-07-20,2011,7,201,"Discharge_cfs",270
"340",2011-07-20,2011,7,201,"Phosphorus_mg.L",0.148
"341",2011-08-18,2011,8,230,"Discharge_cfs",98
"342",2011-08-18,2011,8,230,"Phosphorus_mg.L",0.107
"343",2011-10-13,2011,10,286,"Discharge_cfs",173
"344",2011-10-13,2011,10,286,"Phosphorus_mg.L",0.059
"345",2012-03-05,2012,3,65,"Discharge_cfs",325
"346",2012-03-05,2012,3,65,"Phosphorus_mg.L",0.099
"347",2012-05-30,2012,5,151,"Discharge_cfs",147
"348",2012-05-30,2012,5,151,"Phosphorus_mg.L",0.104
"349",2012-07-18,2012,7,200,"Discharge_cfs",46
"350",2012-07-18,2012,7,200,"Phosphorus_mg.L",0.09
"351",2012-08-27,2012,8,240,"Discharge_cfs",23
"352",2012-08-27,2012,8,240,"Phosphorus_mg.L",0.049
"353",2012-09-28,2012,9,272,"Discharge_cfs",50
"354",2012-09-28,2012,9,272,"Phosphorus_mg.L",0.061
"355",2012-10-16,2012,10,290,"Discharge_cfs",40
"356",2012-10-16,2012,10,290,"Phosphorus_mg.L",0.042
"357",2013-03-05,2013,3,64,"Discharge_cfs",240
"358",2013-03-05,2013,3,64,"Phosphorus_mg.L",0.035
"359",2013-05-28,2013,5,148,"Discharge_cfs",75
"360",2013-05-28,2013,5,148,"Phosphorus_mg.L",0.094
"361",2013-06-24,2013,6,175,"Discharge_cfs",23
"362",2013-06-24,2013,6,175,"Phosphorus_mg.L",0.055
"363",2013-07-31,2013,7,212,"Discharge_cfs",33
"364",2013-07-31,2013,7,212,"Phosphorus_mg.L",0.101
"365",2013-08-27,2013,8,239,"Discharge_cfs",33
"366",2013-08-27,2013,8,239,"Phosphorus_mg.L",0.082
"367",2013-10-29,2013,10,302,"Discharge_cfs",101
"368",2013-10-29,2013,10,302,"Phosphorus_mg.L",0.07
"369",2014-02-27,2014,2,58,"Discharge_cfs",449
"370",2014-02-27,2014,2,58,"Phosphorus_mg.L",0.08
"371",2014-04-24,2014,4,114,"Discharge_cfs",278
"372",2014-04-24,2014,4,114,"Phosphorus_mg.L",0.14
"373",2014-07-29,2014,7,210,"Discharge_cfs",239
"374",2014-07-29,2014,7,210,"Phosphorus_mg.L",0.147
"375",2014-08-19,2014,8,231,"Discharge_cfs",179
"376",2014-08-19,2014,8,231,"Phosphorus_mg.L",0.138
"377",2014-09-29,2014,9,272,"Discharge_cfs",92
"378",2014-09-29,2014,9,272,"Phosphorus_mg.L",0.111
"379",2014-10-31,2014,10,304,"Discharge_cfs",267
"380",2014-10-31,2014,10,304,"Phosphorus_mg.L",0.075
"381",2015-02-19,2015,2,50,"Discharge_cfs",370
"382",2015-02-19,2015,2,50,"Phosphorus_mg.L",0.093
"383",2015-04-02,2015,4,92,"Discharge_cfs",1020
"384",2015-04-02,2015,4,92,"Phosphorus_mg.L",0.19
"385",2015-06-11,2015,6,162,"Discharge_cfs",433
"386",2015-06-11,2015,6,162,"Phosphorus_mg.L",0.14
"387",2015-07-27,2015,7,208,"Discharge_cfs",433
"388",2015-07-27,2015,7,208,"Phosphorus_mg.L",0.136
"389",2015-09-24,2015,9,267,"Discharge_cfs",87
"390",2015-09-24,2015,9,267,"Phosphorus_mg.L",0.123
"391",2015-10-29,2015,10,302,"Discharge_cfs",75
"392",2015-10-29,2015,10,302,"Phosphorus_mg.L",0.048
"393",2016-02-17,2016,2,48,"Discharge_cfs",380
"394",2016-02-17,2016,2,48,"Phosphorus_mg.L",0.084
"395",2016-05-24,2016,5,145,"Discharge_cfs",1130
"396",2016-05-24,2016,5,145,"Phosphorus_mg.L",0.206
"397",2016-06-29,2016,6,181,"Discharge_cfs",685
"398",2016-06-29,2016,6,181,"Phosphorus_mg.L",0.123
"399",2016-07-27,2016,7,209,"Discharge_cfs",99
"400",2016-07-27,2016,7,209,"Phosphorus_mg.L",0.146
"401",2016-08-31,2016,8,244,"Discharge_cfs",30
"402",2016-08-31,2016,8,244,"Phosphorus_mg.L",0.101
"403",2016-10-27,2016,10,301,"Discharge_cfs",64
"404",2016-10-27,2016,10,301,"Phosphorus_mg.L",0.038
"405",2017-03-10,2017,3,69,"Discharge_cfs",438
"406",2017-03-10,2017,3,69,"Phosphorus_mg.L",0.116
"407",2017-05-30,2017,5,150,"Discharge_cfs",1560
"408",2017-05-30,2017,5,150,"Phosphorus_mg.L",0.144
"409",2017-06-23,2017,6,174,"Discharge_cfs",861
"410",2017-06-23,2017,6,174,"Phosphorus_mg.L",0.123
"411",2017-07-12,2017,7,193,"Discharge_cfs",182
"412",2017-07-12,2017,7,193,"Phosphorus_mg.L",0.109
"413",2017-08-25,2017,8,237,"Discharge_cfs",124
"414",2017-08-25,2017,8,237,"Phosphorus_mg.L",0.09
"415",2017-10-25,2017,10,298,"Discharge_cfs",133
"416",2017-10-25,2017,10,298,"Phosphorus_mg.L",0.042
"417",2018-03-28,2018,3,87,"Discharge_cfs",243
"418",2018-03-28,2018,3,87,"Phosphorus_mg.L",0.119
"419",2018-05-31,2018,5,151,"Discharge_cfs",96
"420",2018-05-31,2018,5,151,"Phosphorus_mg.L",0.165
"421",2018-06-29,2018,6,180,"Discharge_cfs",22
"422",2018-06-29,2018,6,180,"Phosphorus_mg.L",0.08
"423",2018-07-26,2018,7,207,"Discharge_cfs",15
"424",2018-07-26,2018,7,207,"Phosphorus_mg.L",0.083
"425",2018-08-27,2018,8,239,"Discharge_cfs",10
"426",2018-08-27,2018,8,239,"Phosphorus_mg.L",0.084
"427",2018-10-30,2018,10,303,"Discharge_cfs",21
"428",2018-10-30,2018,10,303,"Phosphorus_mg.L",0.052
"429",2019-03-19,2019,3,78,"Discharge_cfs",362
"430",2019-03-19,2019,3,78,"Phosphorus_mg.L",0.087
"431",2019-05-21,2019,5,141,"Discharge_cfs",1890
"432",2019-05-21,2019,5,141,"Phosphorus_mg.L",0.171
"433",2019-07-01,2019,7,182,"Discharge_cfs",3000
"434",2019-07-01,2019,7,182,"Phosphorus_mg.L",0.188
"435",2019-08-19,2019,8,231,"Discharge_cfs",827
"436",2019-08-19,2019,8,231,"Phosphorus_mg.L",0.121
"437",2019-10-09,2019,10,282,"Discharge_cfs",147
"438",2019-10-09,2019,10,282,"Phosphorus_mg.L",0.052
"439",2020-03-11,2020,3,71,"Discharge_cfs",384
"440",2020-03-11,2020,3,71,"Phosphorus_mg.L",0.089
"441",2020-05-27,2020,5,148,"Discharge_cfs",154
"442",2020-05-27,2020,5,148,"Phosphorus_mg.L",0.134
